employee_id,name,department,role,age,salary,experience_years,joining_date,performance_score,city,monthly_sales,training_hours,attrition_risk
282,Employee 282,Operations,Data Analyst,23,66634,0,2020-05-13,76,Ahmedabad,100522,58,Medium
283,Employee 283,Finance,Software Engineer,34,86571,11,2020-05-30,89,Noida,100843,67,Low
284,Employee 284,Engineering,Data Analyst,45,102908,20,2020-06-16,57,Bengaluru,101164,76,Medium
285,Employee 285,Marketing,Software Engineer,31,83245,9,2020-07-03,70,Chennai,101485,5,Medium
286,Employee 286,HR,Data Analyst,42,99582,18,2020-07-20,83,Jaipur,101806,14,Low
287,Employee 287,Sales,Software Engineer,28,70919,2,2020-08-06,96,Mumbai,102127,23,Low
288,Employee 288,Analytics,Data Analyst,39,96256,16,2020-08-23,64,Hyderabad,102448,32,Medium
289,Employee 289,Support,Software Engineer,25,67593,0,2020-09-09,77,Kolkata,102769,41,Medium
290,Employee 290,Operations,Data Analyst,36,92930,14,2020-09-26,90,Delhi,103090,50,Low
291,Employee 291,Finance,Software Engineer,22,67867,0,2020-10-13,58,Pune,103411,59,Medium
292,Employee 292,Engineering,Data Analyst,33,80604,7,2020-10-30,71,Ahmedabad,103732,68,Medium
293,Employee 293,Marketing,Software Engineer,44,105941,21,2020-11-16,84,Noida,104053,77,Low
294,Employee 294,HR,Data Analyst,30,77278,5,2020-12-03,97,Bengaluru,104374,6,Low
295,Employee 295,Sales,Software Engineer,41,102615,19,2020-12-20,65,Chennai,104695,15,Medium
296,Employee 296,Analytics,Data Analyst,27,73952,3,2021-01-06,78,Jaipur,105016,24,Low
297,Employee 297,Support,Software Engineer,38,90289,12,2021-01-23,91,Mumbai,105337,33,Low
298,Employee 298,Operations,Data Analyst,24,70626,1,2021-02-09,59,Hyderabad,105658,42,Medium
299,Employee 299,Finance,Software Engineer,35,86963,10,2021-02-26,72,Kolkata,105979,51,Medium
300,Employee 300,Engineering,Data Analyst,21,69100,0,2021-03-15,85,Delhi,106300,60,Low
301,Employee 301,Marketing,Software Engineer,32,83637,8,2021-04-01,98,Pune,106621,69,Low
302,Employee 302,HR,Data Analyst,43,99974,17,2021-04-18,66,Ahmedabad,106942,78,Medium
303,Employee 303,Sales,Software Engineer,29,80311,6,2021-05-05,79,Noida,107263,7,Low
304,Employee 304,Analytics,Data Analyst,40,96648,15,2021-05-22,92,Bengaluru,107584,16,Low
305,Employee 305,Support,Software Engineer,26,76985,4,2021-06-08,60,Chennai,107905,25,Medium
306,Employee 306,Operations,Data Analyst,37,93322,13,2021-06-25,73,Jaipur,108226,34,Medium
307,Employee 307,Finance,Software Engineer,23,70059,0,2021-07-12,86,Mumbai,108547,43,Low
308,Employee 308,Engineering,Data Analyst,34,89996,11,2021-07-29,99,Hyderabad,108868,52,Low
309,Employee 309,Marketing,Software Engineer,45,106333,20,2021-08-15,67,Kolkata,109189,61,Medium
310,Employee 310,HR,Data Analyst,31,86670,9,2021-09-01,80,Delhi,109510,70,Low
311,Employee 311,Sales,Software Engineer,42,103007,18,2021-09-18,93,Pune,109831,79,Low
312,Employee 312,Analytics,Data Analyst,28,74344,2,2021-10-05,61,Ahmedabad,110152,8,High
313,Employee 313,Support,Software Engineer,39,99681,16,2021-10-22,74,Noida,110473,17,Medium
314,Employee 314,Operations,Data Analyst,25,71018,0,2021-11-08,87,Bengaluru,110794,26,Low
315,Employee 315,Finance,Software Engineer,36,96355,14,2021-11-25,55,Chennai,111115,35,Medium
316,Employee 316,Engineering,Data Analyst,22,71292,0,2021-12-12,68,Jaipur,111436,44,Medium
317,Employee 317,Marketing,Software Engineer,33,84029,7,2021-12-29,81,Mumbai,111757,53,Low
318,Employee 318,HR,Data Analyst,44,109366,21,2022-01-15,94,Hyderabad,112078,62,Low
319,Employee 319,Sales,Software Engineer,30,80703,5,2022-02-01,62,Kolkata,112399,71,Medium
320,Employee 320,Analytics,Data Analyst,41,106040,19,2022-02-18,75,Delhi,112720,0,Medium
321,Employee 321,Support,Software Engineer,27,77377,3,2022-03-07,88,Pune,113041,9,Low
322,Employee 322,Operations,Data Analyst,38,93714,12,2022-03-24,56,Ahmedabad,113362,18,High
323,Employee 323,Finance,Software Engineer,24,74051,1,2022-04-10,69,Noida,113683,27,Medium
324,Employee 324,Engineering,Data Analyst,35,90388,10,2022-04-27,82,Bengaluru,114004,36,Low
325,Employee 325,Marketing,Software Engineer,21,72525,0,2022-05-14,95,Chennai,114325,45,Low
326,Employee 326,HR,Data Analyst,32,87062,8,2022-05-31,63,Jaipur,114646,54,Medium
327,Employee 327,Sales,Software Engineer,43,103399,17,2022-06-17,76,Mumbai,114967,63,Medium
328,Employee 328,Analytics,Data Analyst,29,83736,6,2022-07-04,89,Hyderabad,115288,72,Low
329,Employee 329,Support,Software Engineer,40,100073,15,2022-07-21,57,Kolkata,115609,1,High
330,Employee 330,Operations,Data Analyst,26,80410,4,2022-08-07,70,Delhi,115930,10,Medium
331,Employee 331,Finance,Software Engineer,37,96747,13,2022-08-24,83,Pune,116251,19,Low
332,Employee 332,Engineering,Data Analyst,23,73484,0,2022-09-10,96,Ahmedabad,116572,28,Low
333,Employee 333,Marketing,Software Engineer,34,93421,11,2022-09-27,64,Noida,116893,37,Medium
334,Employee 334,HR,Data Analyst,45,109758,20,2022-10-14,77,Bengaluru,117214,46,Medium
335,Employee 335,Sales,Software Engineer,31,90095,9,2022-10-31,90,Chennai,117535,55,Low
336,Employee 336,Analytics,Data Analyst,42,106432,18,2022-11-17,58,Jaipur,117856,64,Medium
337,Employee 337,Support,Software Engineer,28,77769,2,2022-12-04,71,Mumbai,118177,73,Medium
338,Employee 338,Operations,Data Analyst,39,103106,16,2022-12-21,84,Hyderabad,118498,2,Low
339,Employee 339,Finance,Software Engineer,25,74443,0,2023-01-07,97,Kolkata,118819,11,Low
340,Employee 340,Engineering,Data Analyst,36,99780,14,2023-01-24,65,Delhi,119140,20,Medium
341,Employee 341,Marketing,Software Engineer,22,74717,0,2023-02-10,78,Pune,119461,29,Low
342,Employee 342,HR,Data Analyst,33,87454,7,2023-02-27,91,Ahmedabad,119782,38,Low
343,Employee 343,Sales,Software Engineer,44,112791,21,2023-03-16,59,Noida,120103,47,Medium
344,Employee 344,Analytics,Data Analyst,30,84128,5,2023-04-02,72,Bengaluru,120424,56,Medium
345,Employee 345,Support,Software Engineer,41,109465,19,2023-04-19,85,Chennai,120745,65,Low
346,Employee 346,Operations,Data Analyst,27,80802,3,2023-05-06,98,Jaipur,121066,74,Low
347,Employee 347,Finance,Software Engineer,38,97139,12,2023-05-23,66,Mumbai,121387,3,Medium
348,Employee 348,Engineering,Data Analyst,24,77476,1,2023-06-09,79,Hyderabad,121708,12,Low
349,Employee 349,Marketing,Software Engineer,35,93813,10,2023-06-26,92,Kolkata,122029,21,Low
350,Employee 350,HR,Data Analyst,21,75950,0,2023-07-13,60,Delhi,122350,30,Medium
351,Employee 351,Sales,Software Engineer,32,90487,8,2023-07-30,73,Pune,122671,39,Medium
352,Employee 352,Analytics,Data Analyst,43,106824,17,2023-08-16,86,Ahmedabad,122992,48,Low
353,Employee 353,Support,Software Engineer,29,87161,6,2023-09-02,99,Noida,123313,57,Low
354,Employee 354,Operations,Data Analyst,40,103498,15,2023-09-19,67,Bengaluru,123634,66,Medium
355,Employee 355,Finance,Software Engineer,26,83835,4,2023-10-06,80,Chennai,123955,75,Low
356,Employee 356,Engineering,Data Analyst,37,100172,13,2023-10-23,93,Jaipur,124276,4,Low
357,Employee 357,Marketing,Software Engineer,23,76909,0,2023-11-09,61,Mumbai,124597,13,High
358,Employee 358,HR,Data Analyst,34,96846,11,2023-11-26,74,Hyderabad,124918,22,Medium
359,Employee 359,Sales,Software Engineer,45,113183,20,2023-12-13,87,Kolkata,125239,31,Low
360,Employee 360,Analytics,Data Analyst,31,93520,9,2023-12-30,55,Delhi,125560,40,Medium
361,Employee 361,Support,Software Engineer,42,109857,18,2024-01-16,68,Pune,125881,49,Medium
362,Employee 362,Operations,Data Analyst,28,81194,2,2024-02-02,81,Ahmedabad,126202,58,Low
363,Employee 363,Finance,Software Engineer,39,106531,16,2024-02-19,94,Noida,126523,67,Low
364,Employee 364,Engineering,Data Analyst,25,77868,0,2024-03-07,62,Bengaluru,126844,76,Medium
365,Employee 365,Marketing,Software Engineer,36,103205,14,2024-03-24,75,Chennai,127165,5,Medium
366,Employee 366,HR,Data Analyst,22,78142,0,2024-04-10,88,Jaipur,127486,14,Low
367,Employee 367,Sales,Software Engineer,33,90879,7,2024-04-27,56,Mumbai,127807,23,Medium
368,Employee 368,Analytics,Data Analyst,44,116216,21,2024-05-14,69,Hyderabad,128128,32,Medium
369,Employee 369,Support,Software Engineer,30,87553,5,2024-05-31,82,Kolkata,128449,41,Low
370,Employee 370,Operations,Data Analyst,41,112890,19,2024-06-17,95,Delhi,128770,50,Low
371,Employee 371,Finance,Software Engineer,27,84227,3,2024-07-04,63,Pune,129091,59,Medium
372,Employee 372,Engineering,Data Analyst,38,100564,12,2024-07-21,76,Ahmedabad,129412,68,Medium
373,Employee 373,Marketing,Software Engineer,24,80901,1,2024-08-07,89,Noida,129733,77,Low
374,Employee 374,HR,Data Analyst,35,97238,10,2024-08-24,57,Bengaluru,130054,6,High
375,Employee 375,Sales,Software Engineer,21,79375,0,2024-09-10,70,Chennai,130375,15,Medium
376,Employee 376,Analytics,Data Analyst,32,93912,8,2024-09-27,83,Jaipur,130696,24,Low
377,Employee 377,Support,Software Engineer,43,110249,17,2016-01-10,96,Mumbai,131017,33,Low
378,Employee 378,Operations,Data Analyst,29,90586,6,2016-01-27,64,Hyderabad,131338,42,Medium
379,Employee 379,Finance,Software Engineer,40,106923,15,2016-02-13,77,Kolkata,131659,51,Medium
380,Employee 380,Engineering,Data Analyst,26,87260,4,2016-03-01,90,Delhi,131980,60,Low
381,Employee 381,Marketing,Software Engineer,37,103597,13,2016-03-18,58,Pune,132301,69,Medium
382,Employee 382,HR,Data Analyst,23,80334,0,2016-04-04,71,Ahmedabad,132622,78,Medium
383,Employee 383,Sales,Software Engineer,34,100271,11,2016-04-21,84,Noida,132943,7,Low
384,Employee 384,Analytics,Data Analyst,45,116608,20,2016-05-08,97,Bengaluru,133264,16,Low
385,Employee 385,Support,Software Engineer,31,96945,9,2016-05-25,65,Chennai,133585,25,Medium
386,Employee 386,Operations,Data Analyst,42,113282,18,2016-06-11,78,Jaipur,133906,34,Low
387,Employee 387,Finance,Software Engineer,28,84619,2,2016-06-28,91,Mumbai,134227,43,Low
388,Employee 388,Engineering,Data Analyst,39,109956,16,2016-07-15,59,Hyderabad,134548,52,Medium
389,Employee 389,Marketing,Software Engineer,25,81293,0,2016-08-01,72,Kolkata,134869,61,Medium
390,Employee 390,HR,Data Analyst,36,106630,14,2016-08-18,85,Delhi,135190,70,Low
391,Employee 391,Sales,Software Engineer,22,81567,0,2016-09-04,98,Pune,135511,79,Low
392,Employee 392,Analytics,Data Analyst,33,94304,7,2016-09-21,66,Ahmedabad,135832,8,Medium
393,Employee 393,Support,Software Engineer,44,119641,21,2016-10-08,79,Noida,136153,17,Low
394,Employee 394,Operations,Data Analyst,30,90978,5,2016-10-25,92,Bengaluru,136474,26,Low
395,Employee 395,Finance,Software Engineer,41,116315,19,2016-11-11,60,Chennai,136795,35,Medium
396,Employee 396,Engineering,Data Analyst,27,87652,3,2016-11-28,73,Jaipur,137116,44,Medium
397,Employee 397,Marketing,Software Engineer,38,103989,12,2016-12-15,86,Mumbai,137437,53,Low
398,Employee 398,HR,Data Analyst,24,84326,1,2017-01-01,99,Hyderabad,137758,62,Low
399,Employee 399,Sales,Software Engineer,35,100663,10,2017-01-18,67,Kolkata,138079,71,Medium
400,Employee 400,Analytics,Data Analyst,21,82800,0,2017-02-04,80,Delhi,138400,0,Low
401,Employee 401,Support,Software Engineer,32,97337,8,2017-02-21,93,Pune,138721,9,Low
402,Employee 402,Operations,Data Analyst,43,113674,17,2017-03-10,61,Ahmedabad,139042,18,High
403,Employee 403,Finance,Software Engineer,29,94011,6,2017-03-27,74,Noida,139363,27,Medium
404,Employee 404,Engineering,Data Analyst,40,110348,15,2017-04-13,87,Bengaluru,139684,36,Low
405,Employee 405,Marketing,Software Engineer,26,90685,4,2017-04-30,55,Chennai,140005,45,Medium
406,Employee 406,HR,Data Analyst,37,107022,13,2017-05-17,68,Jaipur,140326,54,Medium
407,Employee 407,Sales,Software Engineer,23,83759,0,2017-06-03,81,Mumbai,140647,63,Low
408,Employee 408,Analytics,Data Analyst,34,103696,11,2017-06-20,94,Hyderabad,140968,72,Low
409,Employee 409,Support,Software Engineer,45,120033,20,2017-07-07,62,Kolkata,141289,1,High
410,Employee 410,Operations,Data Analyst,31,100370,9,2017-07-24,75,Delhi,141610,10,Medium
411,Employee 411,Finance,Software Engineer,42,116707,18,2017-08-10,88,Pune,141931,19,Low
412,Employee 412,Engineering,Data Analyst,28,88044,2,2017-08-27,56,Ahmedabad,142252,28,Medium
413,Employee 413,Marketing,Software Engineer,39,113381,16,2017-09-13,69,Noida,142573,37,Medium
414,Employee 414,HR,Data Analyst,25,84718,0,2017-09-30,82,Bengaluru,142894,46,Low
415,Employee 415,Sales,Software Engineer,36,110055,14,2017-10-17,95,Chennai,143215,55,Low
416,Employee 416,Analytics,Data Analyst,22,84992,0,2017-11-03,63,Jaipur,143536,64,Medium
417,Employee 417,Support,Software Engineer,33,97729,7,2017-11-20,76,Mumbai,143857,73,Medium
418,Employee 418,Operations,Data Analyst,44,123066,21,2017-12-07,89,Hyderabad,144178,2,Low
419,Employee 419,Finance,Software Engineer,30,94403,5,2017-12-24,57,Kolkata,144499,11,High
420,Employee 420,Engineering,Data Analyst,41,119740,19,2018-01-10,70,Delhi,144820,20,Medium
421,Employee 421,Marketing,Software Engineer,27,,3,2018-01-27,83,Pune,145141,29,Low
422,Employee 422,HR,Data Analyst,38,107414,12,2018-02-13,96,Ahmedabad,145462,38,Low
423,Employee 423,Sales,Software Engineer,24,87751,1,2018-03-02,64,Noida,145783,47,Medium
424,Employee 424,Analytics,Data Analyst,35,104088,10,2018-03-19,77,Bengaluru,146104,56,Medium
425,Employee 425,Support,Software Engineer,21,86225,0,2018-04-05,90,Chennai,146425,65,Low
426,Employee 426,Operations,Data Analyst,32,100762,8,2018-04-22,58,Jaipur,146746,74,Medium
427,Employee 427,Finance,Software Engineer,43,117099,17,2018-05-09,71,Mumbai,147067,3,Medium
428,Employee 428,Engineering,Data Analyst,29,97436,6,2018-05-26,84,Hyderabad,147388,12,Low
429,Employee 429,Marketing,Software Engineer,40,113773,15,2018-06-12,97,Kolkata,147709,21,Low
430,Employee 430,HR,Data Analyst,26,94110,4,2018-06-29,65,Delhi,148030,30,Medium
431,Employee 431,Sales,Software Engineer,37,110447,13,2018-07-16,78,Pune,148351,39,Low
432,Employee 432,Analytics,Data Analyst,23,87184,0,2018-08-02,91,Ahmedabad,148672,48,Low
433,Employee 433,Support,Software Engineer,34,107121,11,2018-08-19,59,Noida,148993,57,Medium
434,Employee 434,Operations,Data Analyst,45,123458,20,2018-09-05,72,Bengaluru,149314,66,Medium
435,Employee 435,Finance,Software Engineer,31,103795,9,2018-09-22,85,Chennai,149635,75,Low
436,Employee 436,Engineering,Data Analyst,42,120132,18,2018-10-09,98,Jaipur,149956,4,Low
437,Employee 437,Marketing,Software Engineer,28,91469,2,2018-10-26,66,Mumbai,150277,13,Medium
438,Employee 438,HR,Data Analyst,39,116806,16,2018-11-12,79,Hyderabad,150598,22,Low
439,Employee 439,Sales,Software Engineer,25,88143,0,2018-11-29,92,Kolkata,150919,31,Low
440,Employee 440,Analytics,Data Analyst,36,113480,14,2018-12-16,60,Delhi,151240,40,Medium
441,Employee 441,Support,Software Engineer,22,88417,0,2019-01-02,73,Pune,151561,49,Medium
442,Employee 442,Operations,Data Analyst,33,101154,7,2019-01-19,86,Ahmedabad,151882,58,Low
443,Employee 443,Finance,Software Engineer,44,126491,21,2019-02-05,99,Noida,152203,67,Low
444,Employee 444,Engineering,Data Analyst,30,97828,5,2019-02-22,67,Bengaluru,152524,76,Medium
445,Employee 445,Marketing,Software Engineer,41,123165,19,2019-03-11,80,Chennai,152845,5,Low
446,Employee 446,HR,Data Analyst,27,94502,3,2019-03-28,93,Jaipur,153166,14,Low
447,Employee 447,Sales,Software Engineer,38,110839,12,2019-04-14,61,Mumbai,153487,23,Medium
448,Employee 448,Analytics,Data Analyst,24,91176,1,2019-05-01,74,Hyderabad,153808,32,Medium
449,Employee 449,Support,Software Engineer,35,107513,10,2019-05-18,87,Kolkata,154129,41,Low
450,Employee 450,Operations,Data Analyst,21,89650,0,2019-06-04,55,Delhi,154450,50,Medium
451,Employee 451,Finance,Software Engineer,32,104187,8,2019-06-21,68,Pune,154771,59,Medium
452,Employee 452,Engineering,Data Analyst,43,120524,17,2019-07-08,81,Ahmedabad,155092,68,Low
453,Employee 453,Marketing,Software Engineer,29,100861,6,2019-07-25,94,Noida,155413,77,Low
454,Employee 454,HR,Data Analyst,40,117198,15,2019-08-11,62,Bengaluru,155734,6,High
455,Employee 455,Sales,Software Engineer,26,97535,4,2019-08-28,75,Chennai,156055,15,Medium
456,Employee 456,Analytics,Data Analyst,37,113872,13,2019-09-14,88,Jaipur,156376,24,Low
457,Employee 457,Support,Software Engineer,23,90609,0,2019-10-01,56,Mumbai,156697,33,Medium
458,Employee 458,Operations,Data Analyst,34,110546,11,2019-10-18,69,Hyderabad,157018,42,Medium
459,Employee 459,Finance,Software Engineer,45,126883,20,2019-11-04,82,Kolkata,157339,51,Low
460,Employee 460,Engineering,Data Analyst,31,107220,9,2019-11-21,95,Delhi,157660,60,Low
461,Employee 461,Marketing,Software Engineer,42,123557,18,2019-12-08,63,Pune,157981,69,Medium
462,Employee 462,HR,Data Analyst,28,94894,2,2019-12-25,76,Ahmedabad,158302,78,Medium
463,Employee 463,Sales,Software Engineer,39,120231,16,2020-01-11,89,Noida,158623,7,Low
464,Employee 464,Analytics,Data Analyst,25,91568,0,2020-01-28,57,Bengaluru,158944,16,High
465,Employee 465,Support,Software Engineer,36,116905,14,2020-02-14,70,Chennai,159265,25,Medium
466,Employee 466,Operations,Data Analyst,22,91842,0,2020-03-02,83,Jaipur,159586,34,Low
467,Employee 467,Finance,Software Engineer,33,104579,7,2020-03-19,96,Mumbai,159907,43,Low
468,Employee 468,Engineering,Data Analyst,44,129916,21,2020-04-05,64,Hyderabad,160228,52,Medium
469,Employee 469,Marketing,Software Engineer,30,101253,5,2020-04-22,77,Kolkata,160549,61,Medium
470,Employee 470,HR,Data Analyst,41,126590,19,2020-05-09,90,Delhi,160870,70,Low
471,Employee 471,Sales,Software Engineer,27,97927,3,2020-05-26,58,Pune,161191,79,Medium
472,Employee 472,Analytics,Data Analyst,38,114264,12,2020-06-12,71,Ahmedabad,161512,8,Medium
473,Employee 473,Support,Software Engineer,24,94601,1,2020-06-29,84,Noida,161833,17,Low
474,Employee 474,Operations,Data Analyst,35,110938,10,2020-07-16,97,Bengaluru,162154,26,Low
475,Employee 475,Finance,Software Engineer,21,93075,0,2020-08-02,65,Chennai,162475,35,Medium
476,Employee 476,Engineering,Data Analyst,32,107612,8,2020-08-19,78,Jaipur,162796,44,Low
477,Employee 477,Marketing,Software Engineer,43,123949,17,2020-09-05,91,Mumbai,163117,53,Low
478,Employee 478,HR,Data Analyst,29,104286,6,2020-09-22,59,Hyderabad,163438,62,Medium
479,Employee 479,Sales,Software Engineer,40,120623,15,2020-10-09,72,Kolkata,163759,71,Medium
480,Employee 480,Analytics,Data Analyst,26,100960,4,2020-10-26,85,Delhi,164080,0,Low
481,Employee 481,Support,Software Engineer,37,117297,13,2020-11-12,98,Pune,164401,9,Low
482,Employee 482,Operations,Data Analyst,23,94034,0,2020-11-29,66,Ahmedabad,164722,18,Medium
483,Employee 483,Finance,Software Engineer,34,113971,11,2020-12-16,79,Noida,165043,27,Low
484,Employee 484,Engineering,Data Analyst,45,130308,20,2021-01-02,92,Bengaluru,165364,36,Low
485,Employee 485,Marketing,Software Engineer,31,110645,9,2021-01-19,60,Chennai,165685,45,Medium
486,Employee 486,HR,Data Analyst,42,126982,18,2021-02-05,73,Jaipur,166006,54,Medium
487,Employee 487,Sales,Software Engineer,28,98319,2,2021-02-22,86,Mumbai,166327,63,Low
488,Employee 488,Analytics,Data Analyst,39,123656,16,2021-03-11,99,Hyderabad,166648,72,Low
489,Employee 489,Support,Software Engineer,25,94993,0,2021-03-28,67,Kolkata,166969,1,Medium
490,Employee 490,Operations,Data Analyst,36,120330,14,2021-04-14,80,Delhi,167290,10,Low
491,Employee 491,Finance,Software Engineer,22,95267,0,2021-05-01,93,Pune,167611,19,Low
492,Employee 492,Engineering,Data Analyst,33,108004,7,2021-05-18,61,Ahmedabad,167932,28,Medium
493,Employee 493,Marketing,Software Engineer,44,133341,21,2021-06-04,74,Noida,168253,37,Medium
494,Employee 494,HR,Data Analyst,30,104678,5,2021-06-21,87,Bengaluru,168574,46,Low
495,Employee 495,Sales,Software Engineer,41,130015,19,2021-07-08,55,Chennai,168895,55,Medium
496,Employee 496,Analytics,Data Analyst,27,101352,3,2021-07-25,68,Jaipur,169216,64,Medium
497,Employee 497,Support,Software Engineer,38,117689,12,2021-08-11,81,Mumbai,169537,73,Low
498,Employee 498,Operations,Data Analyst,24,98026,1,2021-08-28,94,Hyderabad,169858,2,Low
499,Employee 499,Finance,Software Engineer,35,114363,10,2021-09-14,62,Kolkata,170179,11,High
500,Employee 500,Engineering,Data Analyst,21,96500,0,2021-10-01,75,Delhi,170500,20,Medium
501,Employee 501,Marketing,Software Engineer,32,111037,8,2021-10-18,88,Pune,170821,29,Low
